Player,Overall Score,Height,Weight,Age,Preferred Foot,Preferred Positions,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Attack Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long Pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,Free Kick Acc,Penalties,Volleys
Jakub Kamiński,69,179,68,19,0,2,67.0,72.0,44.0,43.0,47.0,40.0,57.0,64.0,51.0,63.0,59.0,63.0,65.0,51.0,90.0,58.0,55.0,67.0,92.0,84.0,54.0,51.0,64.0,64.0,62.0,66.0,35.0,52.0,46.0
Ronaldo Deaconu,69,181,73,24,1,2,70.0,73.0,48.0,48.0,54.0,54.0,67.0,62.0,55.0,67.0,62.0,72.0,70.0,70.0,71.0,83.0,70.0,72.0,65.0,71.0,59.0,47.0,77.0,60.0,75.0,73.0,73.0,73.0,53.0
Jamie Leweling,69,184,86,20,0,3,71.0,76.0,31.0,23.0,31.0,52.0,63.0,59.0,23.0,55.0,53.0,64.0,67.0,43.0,85.0,71.0,73.0,76.0,83.0,77.0,61.0,52.0,61.0,67.0,59.0,55.0,43.0,55.0,56.0
Marcinho,69,173,64,26,0,3,72.0,72.0,22.0,33.0,34.0,53.0,67.0,70.0,22.0,54.0,55.0,59.0,59.0,50.0,81.0,67.0,45.0,81.0,82.0,79.0,70.0,54.0,68.0,70.0,65.0,46.0,53.0,64.0,67.0
Jason Knight,69,176,72,20,0,2,71.0,71.0,55.0,65.0,66.0,63.0,68.0,67.0,67.0,66.0,65.0,67.0,71.0,67.0,68.0,88.0,63.0,77.0,68.0,73.0,73.0,62.0,68.0,63.0,64.0,52.0,46.0,46.0,47.0
David Nemeth,69,191,89,20,0,1,41.0,29.0,70.0,67.0,70.0,64.0,64.0,40.0,71.0,35.0,58.0,27.0,56.0,57.0,51.0,69.0,90.0,49.0,67.0,64.0,78.0,68.0,41.0,24.0,26.0,28.0,22.0,33.0,27.0
Ayase Ueda,69,182,76,23,0,3,64.0,63.0,22.0,22.0,22.0,53.0,62.0,72.0,23.0,55.0,58.0,47.0,53.0,48.0,81.0,71.0,72.0,59.0,82.0,71.0,80.0,67.0,67.0,74.0,64.0,62.0,22.0,55.0,60.0
Benjamín Rollheiser,69,175,71,21,1,3,69.0,75.0,35.0,29.0,33.0,65.0,65.0,67.0,33.0,61.0,75.0,65.0,66.0,61.0,87.0,64.0,39.0,80.0,77.0,82.0,61.0,47.0,69.0,60.0,61.0,69.0,55.0,60.0,61.0
Anouar Ait El Hadj,69,168,70,19,0,2,76.0,76.0,46.0,38.0,48.0,62.0,65.0,57.0,44.0,68.0,66.0,63.0,73.0,68.0,78.0,83.0,53.0,92.0,69.0,83.0,74.0,32.0,66.0,57.0,56.0,65.0,63.0,36.0,58.0
Riccieli,69,184,80,23,0,1,60.0,54.0,67.0,74.0,72.0,74.0,68.0,34.0,68.0,39.0,62.0,61.0,57.0,39.0,53.0,69.0,74.0,49.0,54.0,44.0,89.0,64.0,55.0,24.0,27.0,32.0,33.0,54.0,33.0
Nazareno Colombo,69,184,78,22,0,1,65.0,38.0,70.0,65.0,70.0,73.0,66.0,37.0,70.0,48.0,62.0,35.0,62.0,54.0,67.0,75.0,74.0,72.0,66.0,65.0,73.0,65.0,54.0,35.0,33.0,28.0,31.0,39.0,35.0
Herbert Bockhorn,69,177,76,26,0,1,69.0,68.0,64.0,62.0,66.0,57.0,65.0,62.0,64.0,60.0,57.0,68.0,67.0,64.0,76.0,76.0,65.0,83.0,76.0,74.0,67.0,59.0,61.0,62.0,63.0,61.0,28.0,37.0,41.0
Lazar Ranđelović,69,177,68,24,0,2,70.0,67.0,33.0,29.0,26.0,59.0,62.0,62.0,34.0,58.0,61.0,68.0,70.0,69.0,81.0,69.0,58.0,72.0,79.0,72.0,58.0,54.0,71.0,66.0,68.0,67.0,46.0,52.0,61.0
Samuel Lino,69,178,66,21,0,3,75.0,76.0,22.0,25.0,22.0,53.0,72.0,72.0,40.0,67.0,64.0,56.0,72.0,62.0,77.0,70.0,58.0,78.0,72.0,78.0,59.0,58.0,71.0,67.0,61.0,58.0,46.0,71.0,62.0
Tom Krauß,69,182,72,20,0,2,68.0,67.0,65.0,64.0,70.0,76.0,66.0,69.0,66.0,64.0,62.0,51.0,72.0,67.0,74.0,82.0,64.0,67.0,68.0,67.0,73.0,60.0,72.0,59.0,70.0,50.0,47.0,55.0,62.0
Benedikt Pichler,69,184,87,24,0,2,67.0,69.0,24.0,36.0,39.0,32.0,66.0,67.0,17.0,60.0,52.0,64.0,65.0,62.0,66.0,69.0,78.0,49.0,75.0,46.0,78.0,72.0,68.0,70.0,66.0,59.0,54.0,62.0,53.0
Fabian Nürnberger,69,178,72,22,1,2,74.0,72.0,65.0,71.0,69.0,71.0,66.0,67.0,65.0,66.0,63.0,64.0,73.0,66.0,77.0,81.0,58.0,73.0,69.0,79.0,49.0,56.0,65.0,59.0,58.0,59.0,39.0,42.0,53.0
Mateo Klimowicz,69,179,71,21,0,3,74.0,78.0,35.0,39.0,29.0,59.0,68.0,71.0,22.0,72.0,63.0,57.0,66.0,63.0,75.0,60.0,34.0,78.0,74.0,86.0,56.0,33.0,66.0,58.0,45.0,60.0,49.0,55.0,59.0
Kelvin Chicho,69,185,73,21,0,3,66.0,70.0,19.0,17.0,21.0,39.0,72.0,71.0,20.0,66.0,64.0,53.0,58.0,48.0,91.0,73.0,64.0,68.0,91.0,79.0,91.0,58.0,69.0,68.0,58.0,56.0,40.0,68.0,57.0
Ricardo Pepi,69,185,77,18,0,3,69.0,65.0,34.0,24.0,30.0,32.0,71.0,74.0,41.0,52.0,67.0,25.0,65.0,57.0,67.0,75.0,70.0,56.0,64.0,62.0,65.0,69.0,70.0,74.0,53.0,59.0,51.0,66.0,62.0
Jonathan Bay,69,179,79,28,1,1,61.0,66.0,62.0,65.0,67.0,74.0,69.0,64.0,62.0,54.0,64.0,68.0,62.0,49.0,74.0,81.0,69.0,69.0,72.0,67.0,56.0,55.0,68.0,42.0,52.0,44.0,38.0,47.0,35.0
Fortune Makaringe,69,181,72,28,0,2,71.0,74.0,42.0,48.0,58.0,62.0,58.0,69.0,28.0,68.0,52.0,61.0,76.0,67.0,76.0,71.0,65.0,58.0,72.0,58.0,62.0,58.0,64.0,66.0,51.0,64.0,66.0,55.0,46.0
Tshegofatso Mabasa,69,180,84,25,0,3,68.0,68.0,14.0,23.0,25.0,46.0,58.0,74.0,15.0,65.0,67.0,49.0,51.0,33.0,75.0,72.0,65.0,61.0,73.0,65.0,70.0,72.0,68.0,78.0,60.0,52.0,34.0,61.0,67.0
Joshua Rüth,69,193,89,20,0,2,73.0,71.0,10.0,16.0,14.0,43.0,64.0,69.0,14.0,58.0,67.0,45.0,60.0,33.0,69.0,63.0,78.0,60.0,69.0,66.0,66.0,62.0,70.0,72.0,67.0,62.0,61.0,67.0,57.0
Angelo Stiller,69,183,79,20,1,2,72.0,65.0,59.0,64.0,68.0,62.0,58.0,59.0,61.0,72.0,68.0,64.0,77.0,74.0,64.0,77.0,57.0,67.0,64.0,70.0,70.0,63.0,64.0,47.0,63.0,66.0,66.0,42.0,45.0
Oğuz Ceylan,69,174,72,31,0,1,62.0,67.0,57.0,68.0,70.0,57.0,63.0,62.0,64.0,52.0,57.0,64.0,71.0,67.0,79.0,68.0,63.0,76.0,77.0,74.0,57.0,52.0,31.0,28.0,27.0,64.0,41.0,44.0,31.0
Marius Noubissi,69,180,87,25,0,3,66.0,69.0,35.0,16.0,43.0,73.0,60.0,69.0,18.0,58.0,63.0,56.0,63.0,28.0,81.0,70.0,87.0,71.0,82.0,76.0,85.0,62.0,77.0,68.0,63.0,46.0,45.0,66.0,56.0
Anderson Oliveira,69,186,85,24,1,3,69.0,66.0,24.0,21.0,24.0,62.0,67.0,68.0,20.0,59.0,63.0,58.0,61.0,45.0,74.0,75.0,71.0,58.0,77.0,60.0,62.0,62.0,75.0,71.0,59.0,64.0,56.0,66.0,65.0
Dirk Abels,69,179,77,24,0,2,66.0,60.0,69.0,65.0,69.0,72.0,67.0,46.0,69.0,36.0,65.0,65.0,65.0,51.0,55.0,75.0,71.0,66.0,65.0,57.0,65.0,67.0,51.0,38.0,53.0,48.0,20.0,34.0,23.0
Lourenco Aboukhlal,69,179,74,21,1,3,68.0,73.0,28.0,33.0,29.0,52.0,61.0,60.0,20.0,65.0,64.0,60.0,63.0,54.0,87.0,64.0,59.0,76.0,81.0,85.0,42.0,48.0,71.0,67.0,67.0,67.0,52.0,62.0,54.0
Andrei Ciobanu,69,176,68,23,0,2,71.0,69.0,38.0,35.0,42.0,50.0,67.0,66.0,42.0,67.0,68.0,69.0,68.0,68.0,74.0,64.0,59.0,81.0,78.0,84.0,76.0,55.0,77.0,65.0,71.0,75.0,74.0,65.0,59.0
Alexandru Mățan,69,165,61,22,0,3,74.0,72.0,38.0,31.0,34.0,46.0,58.0,56.0,34.0,64.0,61.0,63.0,66.0,56.0,88.0,74.0,44.0,90.0,91.0,91.0,59.0,36.0,69.0,55.0,52.0,69.0,62.0,59.0,40.0
Risto Radunović,69,183,77,29,1,1,61.0,56.0,66.0,63.0,67.0,70.0,65.0,55.0,65.0,58.0,65.0,67.0,64.0,62.0,74.0,81.0,80.0,69.0,78.0,69.0,65.0,63.0,69.0,52.0,49.0,55.0,63.0,53.0,40.0
Valentin Crețu,69,176,71,32,0,1,60.0,56.0,64.0,65.0,68.0,88.0,63.0,55.0,66.0,54.0,63.0,53.0,62.0,43.0,87.0,89.0,74.0,72.0,81.0,79.0,71.0,52.0,48.0,35.0,39.0,47.0,42.0,37.0,40.0
Konan N'Dri,69,174,73,21,1,2,70.0,74.0,60.0,57.0,55.0,70.0,56.0,62.0,57.0,53.0,63.0,61.0,64.0,62.0,90.0,76.0,62.0,85.0,87.0,88.0,71.0,57.0,77.0,58.0,63.0,56.0,48.0,51.0,60.0
Chase Gasper,69,183,84,25,1,1,64.0,62.0,65.0,67.0,70.0,61.0,64.0,49.0,61.0,43.0,60.0,60.0,65.0,58.0,77.0,76.0,74.0,65.0,79.0,63.0,77.0,51.0,37.0,32.0,34.0,34.0,21.0,34.0,29.0
Víctor Ruiz,69,173,66,28,0,2,72.0,75.0,52.0,41.0,43.0,46.0,60.0,65.0,45.0,69.0,68.0,61.0,73.0,66.0,78.0,70.0,46.0,85.0,65.0,85.0,33.0,40.0,68.0,55.0,59.0,69.0,68.0,57.0,58.0
Júnior Brumado,69,190,88,22,0,3,69.0,71.0,22.0,21.0,31.0,70.0,64.0,67.0,24.0,64.0,64.0,41.0,62.0,42.0,72.0,74.0,88.0,70.0,80.0,71.0,78.0,61.0,73.0,69.0,58.0,58.0,28.0,53.0,52.0
Abdu Conté,69,183,76,23,1,1,65.0,64.0,65.0,65.0,67.0,72.0,66.0,48.0,66.0,40.0,56.0,63.0,59.0,35.0,75.0,75.0,81.0,66.0,76.0,68.0,71.0,59.0,70.0,40.0,35.0,71.0,30.0,43.0,39.0
Louka Prip,69,182,72,24,1,3,69.0,71.0,45.0,45.0,49.0,60.0,66.0,68.0,46.0,68.0,68.0,65.0,66.0,64.0,80.0,79.0,65.0,75.0,77.0,75.0,48.0,42.0,75.0,67.0,68.0,66.0,63.0,66.0,62.0
Donovan Pines,69,196,91,23,0,1,48.0,37.0,70.0,68.0,70.0,69.0,62.0,26.0,69.0,32.0,50.0,21.0,54.0,44.0,65.0,71.0,84.0,52.0,75.0,61.0,70.0,72.0,29.0,19.0,20.0,26.0,22.0,33.0,22.0
András Schäfer,69,180,70,22,0,2,72.0,65.0,63.0,57.0,59.0,65.0,77.0,72.0,73.0,63.0,68.0,63.0,72.0,70.0,68.0,72.0,52.0,72.0,75.0,71.0,48.0,48.0,62.0,56.0,69.0,32.0,51.0,42.0,44.0
Campuzano,69,174,72,24,1,2,67.0,71.0,12.0,13.0,15.0,53.0,67.0,72.0,16.0,55.0,62.0,58.0,65.0,59.0,76.0,70.0,64.0,77.0,78.0,77.0,73.0,63.0,69.0,70.0,68.0,59.0,27.0,61.0,66.0
Jaume Grau,69,184,78,24,1,2,69.0,63.0,64.0,70.0,69.0,61.0,68.0,59.0,66.0,67.0,68.0,69.0,74.0,72.0,54.0,55.0,64.0,61.0,66.0,58.0,58.0,58.0,65.0,49.0,61.0,51.0,40.0,49.0,49.0
Erick Wiemberg,69,178,75,27,1,2,71.0,70.0,58.0,64.0,66.0,51.0,63.0,65.0,63.0,57.0,61.0,68.0,67.0,64.0,72.0,76.0,68.0,71.0,75.0,70.0,72.0,59.0,65.0,45.0,59.0,54.0,53.0,50.0,31.0
DeJuan Jones,69,175,75,24,0,2,62.0,68.0,60.0,65.0,67.0,60.0,62.0,60.0,62.0,63.0,56.0,66.0,65.0,62.0,80.0,74.0,74.0,69.0,86.0,85.0,88.0,66.0,65.0,56.0,49.0,57.0,40.0,55.0,47.0
Jan Van den Bergh,69,189,70,27,1,1,64.0,61.0,69.0,65.0,69.0,74.0,66.0,40.0,73.0,58.0,67.0,58.0,60.0,62.0,60.0,72.0,76.0,51.0,70.0,58.0,65.0,71.0,72.0,42.0,62.0,57.0,45.0,39.0,47.0
Gustavo Velázquez,69,181,83,30,0,1,56.0,47.0,68.0,69.0,68.0,68.0,65.0,31.0,74.0,32.0,73.0,38.0,61.0,49.0,75.0,74.0,77.0,65.0,74.0,65.0,86.0,68.0,50.0,27.0,21.0,30.0,30.0,40.0,23.0
Adam Bareiro,69,184,84,25,0,3,70.0,68.0,20.0,15.0,16.0,32.0,64.0,72.0,13.0,61.0,65.0,34.0,61.0,48.0,68.0,53.0,80.0,53.0,66.0,55.0,68.0,67.0,68.0,72.0,64.0,45.0,38.0,69.0,53.0
Saud Abdulhamid,69,175,70,22,0,1,61.0,67.0,60.0,62.0,64.0,55.0,62.0,65.0,65.0,46.0,49.0,67.0,64.0,58.0,83.0,85.0,59.0,84.0,85.0,80.0,64.0,49.0,50.0,41.0,43.0,45.0,43.0,43.0,35.0
Giulian Biancone,69,187,79,21,0,1,71.0,70.0,56.0,69.0,70.0,68.0,60.0,64.0,55.0,49.0,66.0,73.0,65.0,56.0,69.0,77.0,77.0,57.0,76.0,55.0,59.0,58.0,69.0,28.0,66.0,66.0,38.0,47.0,35.0
Federico Girotti,69,190,84,22,0,3,66.0,63.0,30.0,32.0,33.0,59.0,64.0,72.0,28.0,55.0,68.0,47.0,59.0,60.0,66.0,60.0,83.0,52.0,74.0,69.0,72.0,72.0,71.0,73.0,59.0,55.0,36.0,65.0,66.0
Mohamed Daramy,69,180,71,19,0,3,70.0,74.0,25.0,17.0,25.0,58.0,60.0,67.0,21.0,63.0,62.0,59.0,64.0,53.0,86.0,75.0,61.0,74.0,87.0,81.0,76.0,44.0,62.0,61.0,51.0,58.0,49.0,51.0,54.0
Tomoki Iwata,69,178,75,24,0,2,68.0,63.0,69.0,66.0,68.0,65.0,69.0,57.0,70.0,54.0,64.0,66.0,71.0,66.0,71.0,77.0,71.0,65.0,74.0,71.0,73.0,70.0,65.0,53.0,60.0,31.0,36.0,43.0,32.0
A. Khattab Suzuki,69,184,73,29,0,1,57.0,46.0,71.0,69.0,71.0,67.0,65.0,31.0,67.0,37.0,54.0,37.0,62.0,63.0,44.0,74.0,76.0,58.0,59.0,45.0,72.0,69.0,47.0,36.0,31.0,26.0,31.0,37.0,32.0
Valery,69,182,75,22,0,1,67.0,70.0,63.0,63.0,65.0,55.0,67.0,65.0,65.0,64.0,67.0,63.0,63.0,56.0,85.0,73.0,63.0,75.0,85.0,78.0,55.0,45.0,65.0,63.0,55.0,62.0,50.0,55.0,55.0
Federico Navarro,69,170,69,21,0,2,65.0,69.0,59.0,71.0,75.0,81.0,65.0,59.0,71.0,61.0,77.0,55.0,75.0,59.0,73.0,68.0,43.0,73.0,71.0,77.0,65.0,59.0,60.0,42.0,56.0,46.0,42.0,55.0,41.0
Umut Meraş,69,178,73,26,1,1,63.0,66.0,66.0,65.0,67.0,69.0,62.0,60.0,65.0,53.0,54.0,65.0,65.0,58.0,72.0,81.0,70.0,74.0,75.0,72.0,69.0,53.0,53.0,34.0,43.0,57.0,38.0,45.0,39.0
Le Bris Preciado,69,173,73,23,0,2,67.0,71.0,66.0,62.0,67.0,33.0,58.0,60.0,61.0,50.0,64.0,70.0,63.0,54.0,83.0,82.0,65.0,63.0,85.0,79.0,58.0,44.0,58.0,56.0,68.0,50.0,42.0,58.0,48.0
Andrés Martín,69,170,66,22,1,2,69.0,68.0,21.0,22.0,25.0,52.0,68.0,70.0,23.0,58.0,62.0,65.0,72.0,66.0,79.0,69.0,66.0,77.0,78.0,75.0,63.0,63.0,68.0,71.0,67.0,55.0,43.0,61.0,67.0
Marcos López,69,175,67,22,1,1,65.0,69.0,65.0,63.0,66.0,68.0,66.0,53.0,61.0,54.0,66.0,64.0,65.0,59.0,78.0,77.0,63.0,77.0,79.0,72.0,71.0,60.0,69.0,43.0,46.0,65.0,65.0,51.0,49.0
Horacio Calcaterra,69,177,72,32,0,2,72.0,70.0,63.0,56.0,62.0,54.0,65.0,61.0,57.0,70.0,72.0,72.0,74.0,68.0,67.0,80.0,58.0,70.0,65.0,63.0,62.0,55.0,68.0,54.0,70.0,65.0,72.0,75.0,41.0
Luis Binks,69,188,86,20,1,1,63.0,48.0,68.0,65.0,65.0,77.0,62.0,24.0,71.0,40.0,53.0,35.0,63.0,59.0,54.0,71.0,86.0,45.0,47.0,47.0,73.0,66.0,43.0,23.0,26.0,30.0,33.0,48.0,28.0
Kosuke Onose,69,176,65,28,0,2,66.0,67.0,56.0,48.0,58.0,71.0,67.0,68.0,61.0,66.0,67.0,67.0,66.0,65.0,71.0,78.0,58.0,70.0,69.0,78.0,66.0,42.0,70.0,65.0,65.0,64.0,63.0,62.0,63.0
James Lawrence,69,188,81,29,1,1,64.0,51.0,70.0,69.0,70.0,67.0,67.0,37.0,69.0,59.0,66.0,65.0,67.0,72.0,48.0,63.0,80.0,52.0,71.0,53.0,52.0,68.0,45.0,21.0,26.0,27.0,32.0,34.0,26.0
Ahmed Kutucu,69,181,76,21,0,3,67.0,70.0,35.0,53.0,45.0,71.0,64.0,68.0,30.0,53.0,63.0,55.0,64.0,54.0,81.0,63.0,71.0,68.0,76.0,75.0,63.0,61.0,78.0,68.0,64.0,61.0,66.0,58.0,64.0
Guerrero,69,174,67,23,1,2,65.0,58.0,64.0,70.0,69.0,64.0,65.0,65.0,67.0,56.0,54.0,67.0,65.0,63.0,72.0,71.0,60.0,73.0,72.0,66.0,64.0,54.0,57.0,49.0,52.0,63.0,43.0,41.0,56.0
Christian Kühlwetter,69,180,79,25,0,2,69.0,71.0,22.0,30.0,38.0,68.0,66.0,67.0,32.0,60.0,67.0,58.0,65.0,57.0,71.0,81.0,70.0,73.0,80.0,71.0,77.0,64.0,72.0,71.0,67.0,70.0,39.0,63.0,69.0
Stratos Svarnas,69,183,82,24,0,1,48.0,44.0,69.0,70.0,70.0,73.0,66.0,24.0,72.0,44.0,59.0,34.0,65.0,58.0,74.0,75.0,78.0,60.0,73.0,67.0,73.0,64.0,60.0,29.0,35.0,26.0,29.0,34.0,29.0
Luca Sangalli,69,167,74,26,0,2,71.0,75.0,58.0,52.0,62.0,61.0,68.0,72.0,63.0,65.0,66.0,66.0,75.0,75.0,71.0,54.0,66.0,74.0,74.0,69.0,65.0,49.0,60.0,62.0,68.0,60.0,36.0,40.0,56.0
Chima Okoroji,69,178,73,24,1,1,69.0,67.0,65.0,66.0,67.0,64.0,64.0,49.0,62.0,45.0,58.0,70.0,68.0,60.0,79.0,69.0,56.0,76.0,79.0,79.0,60.0,51.0,35.0,31.0,28.0,64.0,44.0,35.0,21.0
Güven I.Balde,69,184,77,22,0,3,65.0,68.0,19.0,21.0,16.0,32.0,64.0,64.0,20.0,62.0,50.0,47.0,65.0,44.0,77.0,54.0,66.0,64.0,73.0,72.0,60.0,67.0,78.0,69.0,74.0,60.0,37.0,67.0,71.0
José Paradela,69,179,71,23,1,2,71.0,74.0,53.0,60.0,62.0,58.0,65.0,60.0,62.0,70.0,75.0,70.0,73.0,69.0,74.0,68.0,57.0,68.0,67.0,79.0,51.0,50.0,69.0,62.0,66.0,69.0,53.0,59.0,49.0
Maximilian Bauer,69,189,84,21,0,1,54.0,41.0,70.0,69.0,73.0,61.0,68.0,22.0,69.0,38.0,53.0,31.0,62.0,56.0,53.0,64.0,78.0,58.0,42.0,50.0,77.0,68.0,39.0,22.0,21.0,32.0,24.0,37.0,31.0
Cole Bassett,69,180,67,20,0,3,72.0,68.0,60.0,57.0,59.0,60.0,67.0,68.0,52.0,75.0,50.0,55.0,72.0,67.0,69.0,73.0,63.0,70.0,63.0,72.0,63.0,63.0,60.0,64.0,59.0,52.0,48.0,53.0,36.0
Fabricio Domínguez,69,177,70,23,0,1,69.0,72.0,54.0,57.0,59.0,62.0,60.0,62.0,63.0,58.0,49.0,70.0,65.0,63.0,81.0,86.0,58.0,74.0,84.0,77.0,64.0,54.0,63.0,52.0,51.0,48.0,47.0,48.0,44.0
Stoichkov,69,178,71,28,0,2,71.0,70.0,42.0,51.0,53.0,51.0,69.0,70.0,30.0,66.0,64.0,62.0,71.0,67.0,73.0,66.0,67.0,68.0,71.0,75.0,53.0,61.0,69.0,73.0,70.0,65.0,56.0,79.0,52.0
Maximiliano Comba,69,170,68,27,0,2,69.0,68.0,32.0,30.0,26.0,31.0,66.0,69.0,29.0,68.0,65.0,66.0,65.0,63.0,72.0,67.0,57.0,71.0,71.0,65.0,62.0,66.0,62.0,74.0,66.0,63.0,55.0,64.0,57.0
Finn Ole Becker,69,177,74,21,1,2,73.0,75.0,50.0,60.0,64.0,52.0,69.0,58.0,45.0,69.0,65.0,53.0,75.0,70.0,80.0,82.0,51.0,80.0,68.0,82.0,53.0,53.0,58.0,52.0,46.0,53.0,39.0,49.0,46.0
Lee Dong Kyung,69,175,68,24,1,2,71.0,70.0,60.0,55.0,60.0,67.0,67.0,67.0,61.0,72.0,65.0,68.0,72.0,68.0,71.0,77.0,62.0,80.0,80.0,73.0,62.0,46.0,68.0,61.0,72.0,69.0,75.0,51.0,41.0
Gallego Magnin,69,183,71,24,0,2,75.0,70.0,65.0,72.0,73.0,59.0,67.0,56.0,65.0,64.0,68.0,38.0,74.0,66.0,69.0,68.0,57.0,56.0,69.0,71.0,70.0,62.0,54.0,51.0,42.0,58.0,35.0,52.0,42.0
Matías Pellegrini,69,176,71,21,1,2,70.0,71.0,51.0,50.0,49.0,46.0,68.0,67.0,46.0,68.0,61.0,59.0,61.0,58.0,81.0,65.0,56.0,74.0,82.0,78.0,46.0,52.0,68.0,64.0,50.0,51.0,58.0,69.0,46.0
Lennart Czyborra,69,178,72,22,1,2,69.0,68.0,57.0,62.0,64.0,67.0,64.0,62.0,68.0,47.0,64.0,67.0,62.0,56.0,86.0,72.0,64.0,63.0,85.0,81.0,60.0,48.0,80.0,32.0,57.0,69.0,66.0,33.0,30.0
Senou Coulibaly,69,193,80,27,0,1,60.0,54.0,68.0,60.0,70.0,73.0,61.0,37.0,65.0,46.0,65.0,33.0,66.0,57.0,68.0,64.0,82.0,34.0,73.0,31.0,71.0,72.0,63.0,32.0,38.0,42.0,32.0,47.0,32.0
Othman Boussaid,69,168,62,21,0,2,75.0,75.0,41.0,47.0,51.0,54.0,67.0,55.0,43.0,66.0,64.0,66.0,69.0,69.0,80.0,71.0,33.0,84.0,75.0,85.0,67.0,23.0,69.0,60.0,64.0,72.0,53.0,52.0,59.0
Aleksandar Paločević,69,180,70,28,1,2,73.0,69.0,49.0,44.0,56.0,66.0,65.0,62.0,57.0,72.0,73.0,58.0,73.0,68.0,66.0,70.0,63.0,67.0,61.0,68.0,59.0,46.0,63.0,62.0,65.0,68.0,66.0,75.0,54.0
Carlos Gutiérrez,69,177,71,22,0,2,69.0,70.0,48.0,35.0,47.0,54.0,56.0,64.0,34.0,62.0,60.0,72.0,72.0,66.0,77.0,75.0,58.0,67.0,78.0,73.0,51.0,37.0,55.0,55.0,48.0,58.0,50.0,45.0,51.0
Christoph Kobald,69,186,80,24,0,1,60.0,47.0,70.0,70.0,72.0,64.0,61.0,29.0,66.0,61.0,54.0,26.0,68.0,69.0,71.0,61.0,76.0,61.0,73.0,59.0,84.0,69.0,41.0,21.0,23.0,28.0,27.0,33.0,22.0
Hugo Magnetti,69,180,75,23,1,2,70.0,71.0,62.0,63.0,69.0,80.0,67.0,58.0,65.0,63.0,71.0,53.0,71.0,69.0,59.0,68.0,77.0,70.0,55.0,62.0,65.0,50.0,68.0,41.0,49.0,58.0,41.0,46.0,38.0
Pol Lozano,69,177,62,22,0,2,70.0,68.0,64.0,64.0,64.0,75.0,65.0,64.0,64.0,73.0,64.0,55.0,72.0,68.0,74.0,76.0,63.0,75.0,73.0,68.0,60.0,40.0,73.0,55.0,64.0,60.0,40.0,50.0,40.0
Artem Shabanov,69,190,83,29,1,1,50.0,46.0,69.0,69.0,70.0,68.0,69.0,20.0,70.0,38.0,63.0,52.0,69.0,72.0,57.0,68.0,74.0,50.0,64.0,48.0,55.0,70.0,34.0,23.0,15.0,48.0,29.0,37.0,24.0
Loïc Lapoussin,69,181,70,25,0,1,68.0,69.0,62.0,65.0,67.0,70.0,63.0,65.0,67.0,68.0,63.0,67.0,68.0,65.0,74.0,70.0,62.0,64.0,76.0,73.0,71.0,54.0,68.0,62.0,63.0,55.0,52.0,50.0,47.0
Emil Riis,69,190,87,23,0,3,67.0,68.0,21.0,26.0,25.0,54.0,67.0,69.0,24.0,55.0,57.0,42.0,57.0,44.0,68.0,67.0,79.0,53.0,82.0,63.0,55.0,64.0,73.0,69.0,66.0,40.0,57.0,58.0,58.0
Jorge Félix,69,175,68,30,0,2,70.0,71.0,34.0,22.0,22.0,30.0,67.0,73.0,20.0,71.0,73.0,67.0,70.0,64.0,77.0,71.0,60.0,82.0,74.0,81.0,72.0,61.0,67.0,71.0,64.0,57.0,43.0,64.0,55.0
Jimmy,69,170,68,24,0,2,66.0,65.0,67.0,64.0,66.0,67.0,69.0,56.0,72.0,68.0,70.0,58.0,69.0,67.0,70.0,78.0,57.0,81.0,68.0,69.0,56.0,38.0,52.0,42.0,45.0,65.0,48.0,44.0,40.0
Alexandru Păun,69,177,73,26,0,2,74.0,74.0,37.0,27.0,29.0,70.0,67.0,60.0,22.0,67.0,67.0,66.0,68.0,45.0,85.0,83.0,65.0,82.0,82.0,78.0,70.0,36.0,74.0,66.0,64.0,73.0,69.0,51.0,56.0
Jesús Jiménez,69,183,80,28,0,3,70.0,73.0,38.0,33.0,34.0,37.0,69.0,71.0,32.0,66.0,70.0,62.0,69.0,60.0,81.0,80.0,75.0,77.0,80.0,82.0,73.0,57.0,66.0,71.0,61.0,62.0,41.0,69.0,56.0
Diogo Mendes,69,182,76,23,0,2,69.0,64.0,62.0,71.0,69.0,66.0,65.0,58.0,66.0,59.0,64.0,47.0,70.0,69.0,68.0,75.0,71.0,64.0,66.0,65.0,84.0,72.0,61.0,42.0,46.0,45.0,42.0,48.0,41.0
Basil Stillhart,69,177,76,27,0,1,75.0,73.0,64.0,60.0,62.0,66.0,68.0,65.0,60.0,72.0,67.0,59.0,70.0,68.0,63.0,77.0,71.0,76.0,66.0,67.0,85.0,60.0,65.0,64.0,55.0,64.0,52.0,49.0,56.0
Ousmane Kanté,69,182,81,32,0,1,55.0,51.0,67.0,68.0,67.0,72.0,67.0,43.0,68.0,47.0,65.0,39.0,58.0,49.0,38.0,75.0,87.0,56.0,41.0,45.0,80.0,73.0,43.0,33.0,31.0,47.0,30.0,40.0,28.0
